card_id,card_name,mana_cost,strength,health,duration ,starting_power,card_text,violet,red,keywords,card_type,
208,Painter,5,5,5,,,When played add three copies of Paint (T15) to your hand.,TRUE,TRUE,,creature,
209,The Crown,2,,,,,This creature gains Taunt.,FALSE,TRUE,Recyclable,attachment ,
210,Snow Pea,3,2,3,,,"Defender. Cryophilic.
When Snow Pea damages a creature, freeze that creature.",FALSE,FALSE,"Defensive, Cryophilic",creature,
211,Eric Cartman,2,1,2,,,Taunt.,TRUE,TRUE,Taunt,creature,
212,Great Fire Wall,3,,,,,All creatures you control gain defender and 4 health until the start of your next turn.,FALSE,TRUE,,spell,
213,Vaccine,3,,,,,"Choose a player, reduce all poison counters on that player by two.
For each poison counter removed this way this spells caster gains four health.",FALSE,FALSE,,spell,
214,Sandstorm,3,,,3,,"Players do not get their free card draw on their turn.
If another weather effect is already in play this card costs one more mana.",FALSE,FALSE,,weather,
215,Racoon,2,1,1,,,"Tap: Shuffle the top card of the discard pile into your deck.
When Racoon damages a creature attach a copy of Rabies (T16) to that creature.",FALSE,FALSE,,creature,
216,Crimson 1,9,9,9,,,"Flying.
When played, place three Cordium Missiles (T17) on the top of a deck of your choice.",FALSE,FALSE,Flying,creature,
217,The Patriarchy,9,,,,,"Create five Kens (T18) under your control, give three of them horses (T19), and give one of those three a crown (209).",TRUE,FALSE,,spell,
218,Solaire,3,3,3,,,All creatures you control gain Cryophilic.,FALSE,TRUE,,creature,
219,Nuclear Waste,5,,,,,"Choose a player, increase each poison counter on them by two. ",FALSE,FALSE,,spell,
220,Frosty the Snowman,1,1,1,,,"When frozen, you may unfreeze Frosty the Snowman and he gains one strength and one health.",FALSE,TRUE,,creature,
221,Solar Pillar,5,5,4,,,"When you declare an attack against a player, they burn the top two cards of their deck.
Tap, along with the other three pillars: Summon the Moon Lord (T20).",FALSE,TRUE,,creature,
222,Nebula Pillar,5,4,3,,,"When your turn ends, gain three mana.
Tap, along with the other three pillars: Summon the Moon Lord (T20).",TRUE,FALSE,,creature,
223,Stardust Pillar,7,4,4,,,"When you play a zero, one, or two cost creature you may summon an additional copy of that creature.",FALSE,FALSE,,creature,
224,Vortex Pillar,5,5,5,,,"All creatures you control have stealth.
Tap, along with the other three pillars: Summon the Moon Lord (T20).",FALSE,FALSE,,creature,
225,Darth Vader,9,8,8,,,"Reach. Multiblock. Vigilance.
Darth Vader has all of the defensive immunities.
Once per turn: deal three damage to a target of your choice",FALSE,TRUE,,creature,
226,Redacted,4,,,,,All players discard their hands.,FALSE,FALSE,,spell,
227,Gandalf,6,4,4,,,"When you play a spell from your hand that costs one mana or more, rather than discard it you may attach it to Gandalf.
You may play spells attached to Gandalf. Afterwards, discard that spell.",FALSE,FALSE,,creature,
228,Inuko,1,0,1,,,When Inuko dies every player immediately resolves Schizophrenia (52) as though they had played it.,TRUE,TRUE,,creature,
229,Springtrap,2,2,2,,,Two mana: You may resurrect Springtrap as a Vengeful Spirit (T21).,FALSE,TRUE,,creature,
230,Fireball,6,,,,,Deal 7 damage split across up to three creatures.,FALSE,FALSE,,creature,
231,Boykisser,3,,,,,"Recyclable
This creature gains:
Tap: Give another creature plus two strength and health until end of turn.",FALSE,TRUE,,attachment ,
232,Baby Rage,0,,,,,"Unaware.
Choose an opponent. Their mana is set to zero.",FALSE,FALSE,Unaware,spell,
233,Flood,4,,,2,,"At the start of each players turn they must pay three mana or take four damage.
If another weather effect is already in play this card costs one more mana.",FALSE,FALSE,,weather,
234,Dragon Balls,,,,,,"You may have seven of this card in your deck.
If your hand contains seven copies of Dragon Balls, you win the game. This win cannot be prevented or interrupted.",FALSE,TRUE,,spell,
235,Piss Potion,1,,,,,"Shuffle the discard pile until a spell is on top. Play that spell for free.
If Piss Potion is the spell selected the caster takes three damage.",TRUE,FALSE,,spell,
236,Computer Science Major,1,0,1,,,Computer Science Major cannot be blocked.,FALSE,FALSE,,creature,
237,Broly,9,7,16,,,"Trample.
At the start of your turn Broly permanently gains one strength and loses two health.",TRUE,FALSE,Trample,creature,
238,Reaper,6,5,4,,,Deathtouch. Menace.,TRUE,FALSE,"Deathtouch, Menace",creature,
239,Naofumi Iwatani,3,0,4,,,Tap: Give a creature plus two health and hexproof until the start of your turn.,FALSE,FALSE,,creature,
240,Licker,5,5,5,,,Hunt. Menace.,FALSE,TRUE,"Hunt, Menace",creature,
241,The Joker,4,3,2,,,Taunt. Menace.,FALSE,TRUE,"Taunt, Menace",creature,
242,Reality Warper Phayze,5,4,5,,,"RWP reduces your maximum hand size by one while played. At the start of your turn summon a Bloon (T3)
If you control at least four Bloons, all Bloons you control have Hexproof.",FALSE,FALSE,,creature,
243,The Batter,4,4,4,,,"When the batter deals combat damage, you may bounce a tapped creature of your choice.
When you play The Batter you may pay an additional four mana to instead play The Batter (T22).",FALSE,FALSE,,creature,
244,Spindown Dice,4,,,,,"Replace each card in your hand with the card that has an ID number one lower.
Examples:
222 -> 221
T3 -> T2
P5 -> P4",FALSE,TRUE,,spell,
245,Credit Card,6,,,,,"Gain 20 mana. At the start of your next turn, you die.",FALSE,TRUE,,spell,
246,The Demogorgon,7,6,6,,,"Vigilance. Hunt.
When the Demogorgon destroys a creature, that creatures owner gives you a random card. You may play it immediately for four less mana (minimum cost zero)",TRUE,TRUE,"Vigilance, Hunt",creature,
247,Phrenapates,5,,,,X,"When you play Phrenapates pay half your health rounded down. Phrenapates gains power equal to the amount of health lost. Place the top seven cards of your deck face down under Phrenapates. At the end of each of your turns Phrenapates loses one power.
0: Swap your health with Phrenapates power and your hand with the cards under Phrenapates.",TRUE,TRUE,,ancient evil,
248,Cancer,3,,,,,Resolve one round of poison damage for each player,FALSE,TRUE,,spell,
249,Infinite Void,5,,,4,,"Creatures cannot be untapped for this cards duration. 
If another weather effect is already in play this card costs one more mana.",FALSE,FALSE,,weather,
250,Halo,7,,,,,"Recyclable
When this creature would die from having zero health, it instead becomes tapped and frozen. ",TRUE,FALSE,,spell,
251,Momoi,4,3,5,,,"Double Strike
If you also control Midori, Momoi gains Burn 2",TRUE,TRUE,Double Strike,creature,
252,Midori,5,5,5,,,"First Strike
If you also control Momoi, Midori gains Poison 2",TRUE,TRUE,First Strike,creature,
253,Koyuki,5,5,3,,,At the start of your turn (and when played) roll a D6. Until the start of your next turn Koyuki gains:,FALSE,FALSE,,creature,
254,M.U.L.E.,4,0,6,,,"Defensive
At the end of your turn place a card from the top of your deck under M.U.L.E. face down
When M.U.L.E. dies or has four cards under it at the start of your turn, add all cards under it to your hand.",FALSE,TRUE,Defensive,creature,
255,Prison Realm,7,,,,,"Place this card in your play Area. At the start of each turn you must pay two mana cap (before refilling) or it's destroyed.
In three turns, you win the game.",FALSE,TRUE,,spell,
256,Jogo,6,5,6,,,"Burn
For each card your opponent burns, Jogo gains one strength permanently",TRUE,FALSE,Burn,creature,
257,Torchwood,1,,,,,All creatures you control with Burn gain strength equal to their Burn level until end of turn.,FALSE,FALSE,,spell,
258,California,6,,,,3,"All burn effects are doubled.
+1: Choose an opponent, they burn a card.
-3: Set a creature of your choice On Fire (T12)",FALSE,TRUE,,ancient evil,
259,Morflak,6,5,5,,,"Burn 2
After combat, Morflak applies on Fire (T12) to creatures that he dealt damage to.",FALSE,FALSE,,creature,
260,The Fire Nation,6,,,,,Each creature without Burn is set on Fire (T12),FALSE,TRUE,,spell,
261,Astolfo,4,1,5,,,"First Strike.
When one of your traps activates, you may swap Astolfo's health and strength until end of turn.",TRUE,TRUE,,creature,
262,Battle Pass,5,,,3,,"For every keyword on a creature you play, you must pay an additional 1 mana. (2 for deathtouch, hexproof, and first strike)
If another weather effect is already in play this card costs one more mana.",TRUE,TRUE,,weather,
263,Black Death,4,,,,,"All rat cards gain Plague (T23).
You gain a poison counter set to two",FALSE,FALSE,,spell,
264,Sandevisan,4,,,,,"Recyclable
This creature may attack on your opponent's turn",FALSE,TRUE,Recyclable,attachment ,
265,The Red Legion,4,,,,,"All creatures with Red on them gain Hexproof, Haste, Trample, and two strength until end of turn.",FALSE,TRUE,,spell,
266,Macy's Day Parade,2,,,4,,"At the end of each players turn they summon a bloon (T3). 
If another weather effect is already in play this card costs one more mana.",TRUE,TRUE,,weather,
267,King Crawler,7,8,4,,,"Trample
Damage King Crawler takes is permanent.
Sacrifice a creature: King crawler permanently gains 2 health.

",TRUE,TRUE,Trample,creature,
268,Junko Enoshima,2,X,X,,,X is equal to the amount of times the effects of Schizophrenia have been resolved,FALSE,TRUE,,creature,
269,Gideon Argus,2,0,2,,,"Tap, pay 1 mana: Untap a creature or give a creature haste until end of turn",FALSE,TRUE,,creature,
270,Plasma Grenade,3,,,,,"At the end of your turn, destroy the creature this is attached too",FALSE,FALSE,,attachment ,
271,Enderman,7,7,6,,,Hexproof. Legion 2.,TRUE,FALSE,"Hexproof, Legion 2",creature,
272,Ghast,7,6,3,,,Burn 3. Flying. Blast 3,FALSE,TRUE,"Burn 3, Flying, Blast 3 ",creature,
273,Hybrid,8,5,7,,,First Strike. 5 x Blast 1.,FALSE,FALSE,"First Strike, 5 x Blast 1",creature,
274,Big Shadow,6,5,7,,,Hexproof. Menace. Stealth,FALSE,FALSE,"Hexproof, Menace, Stealth",creature,
275,Ichika,7,4,5,,,"When played summon two JTF Mobs (T24)
At the start of your turn summon a JTF Mob.",TRUE,TRUE,,creature,
276,May,4,2,2,,,When played add a copy of Totsugeki!!! (T25) to your hand,TRUE,TRUE,,creature,
277,Fire Breathing Bug,1,,,,,"Recyclable
This creature gains Burn 3",FALSE,FALSE,Recyclable,attachment ,
278,Houndstone,4,2,2,,,"For every five cards in the discard pile, Houndstone gains +1/+1",TRUE,FALSE,,creature,
279,Floating Lights Festival,5,,,3,,At the end of each Players turn they gain 5 hp,FALSE,TRUE,,weather,
280,Toshinori Yagi,5,1,1,,,At the start of your turn this card transforms into All Might (T26),FALSE,FALSE,,creature,
281,Eri,2,,,,,"Choose a creature.
Bounce that creature and then immediately re-play it",FALSE,TRUE,,spell,
282,Staraptor,4,4,3,,,Flying. First-Strike,FALSE,TRUE,"Flying, First Strike",creature,
283,Warden,7,6,6,,,"Haste. Menace 2.
Whenever an opponent plays a card, Warden gains +1/+1 until the end of your turn.",FALSE,FALSE,"Haste, Menace 2",creature,
284,Wooloo,2,1,1,,,"When played, attach a copy of Fluffy (T27) to this creature.
When Wooloo dies, any copies of Fluffy attached to it are added to your hand",TRUE,TRUE,,creature,
285,Sheer Heart Attack,3,,,,,"Activates after your opponent draws a card
Place a pipe bomb on top of their deck",FALSE,FALSE,,trap,
286,Robin Hood,1,,,,,"Activates when your opponent burns two mana cap to draw a card.
They do not draw a card, instead you draw one.",FALSE,TRUE,,trap,
287,Bait,3,,,,,"You may activate this card when your opponent declares attackers
Untap all creatures you control, you may play additional creatures before this combat",TRUE,TRUE,,trap,
288,Balls Joke,0,,,,,"Activates when your opponent says the word “balls”
Your opponent takes 20 damage",FALSE,FALSE,,trap,
289,Time Piece,6,,,,,"You may activate this when one of your creatures dies
Resurrect that creature",FALSE,FALSE,,trap,
290,Reverse Bear Trap,4,,,,,"Activates when your opponent ends their turn without attacking
For each untapped creature they control they take two damage.",FALSE,TRUE,,trap,
291,The Trapper,4,3,3,,,When you play a trap card you may tap The Trapper to summon an additional copy of that trap,FALSE,FALSE,,creature,
292,Curse of the Tower,4,,,,,"Activates when you take damage
Destroy all creatures",FALSE,TRUE,,trap,
293,Ronald Reagan,5,4,5,,,When played: Each copy of Debt (T28) in your hand is destroyed. For each Debt removed this way gain two health,FALSE,TRUE,,creature,
294,The London Special,3,,,,,"Activates when your opponent plays a creature
They take damage equal to the cost of that creature",FALSE,FALSE,,trap,
295,Royal Decree,1,,,,,"Activates when your opponent plays a spell
Counter that spell. They are refunded half the mana cost, rounded up.",FALSE,FALSE,,trap,
296,Orcs,3,3,3,,,Legion 2,TRUE,TRUE,Legion 2,creature,
297,Bunny,1,1,1,,,"Horde. Legion 2.
Pay one mana cap: Bounce this Bunny",FALSE,FALSE,"Horde, Legion 2",creature,
298,Zubat,3,2,2,,,Flying. Legion 2.,FALSE,FALSE,"Flying, Legion 2",creature,
299,Hoptilites,4,4,4,,,Defensive. Multi-Block. Legion 2.,FALSE,TRUE,"Defensive, MultiBlock, Legion 2",creature,
300,Jevil,5,4,4,,,"Legion 1. Deathtouch.
When Jevil dies in combat, all other copies of Jevil you control die.",TRUE,FALSE,"Legion 1, Deathtouch",creature,
301,Necromancer,4,3,3,,,"Whenever an opponent's creature dies, summon a Zombie (T6) under your control.
Sacrifice a zombie: Necromancer gains +1/+1
permanently",FALSE,TRUE,,creature,
302,Carmen,4,2,2,,,"Burn 2
All of your opponents tapped creatures have one health.",TRUE,TRUE,Burn 2,creature,
303,Neuralink,1,,,,,"Recyclable
This creature gains:
Tap: Gain one mana",TRUE,FALSE,Recyclable,attachment ,
304,Radroach,1,1,1,,,"Flying. Poison
As an additional cost to play Radroach, discard a card.",FALSE,FALSE,"Flying, Poison",creature,
305,Shoto Todoroki,5,4,3,,,"Burn 2.
When Shoto Todoroki damages a creature, that creature becomes tapped and frozen.",FALSE,TRUE,Burn 2,creature,
306,Katsuki Bakugo,4,2,3,,,"Blast 2
Blast 2",FALSE,TRUE,"Blast 2, Blast 2",creature,
307,Power Armor,4,,,,,"Recyclable
This creature's base stats are changed to 5/5",FALSE,FALSE,Recyclable,attachment ,
308,Joker,2,2,2,,,"When you play another creature, you may play that creature on top of Joker as though attaching him to it.
If you do, add Joker's stats to that creature. When that creature dies, Joker doesn't die.",FALSE,TRUE,,creature,
309,The Nipton Lottery,7,,,,,"Choose a creature.
All creatures except for that one are destroyed.
All players who do not control that creature Burn 7",FALSE,TRUE,,spell,
310,The Courier,5,4,4,,,"When you would draw a card, you may instead choose to give The Courier +1/+1 permanently.",FALSE,TRUE,,creature,
311,Prometheus,4,,,,,"Draw four cards, then shuffle two cards back into your deck.",FALSE,TRUE,,spell,
312,Castform,3,2,2,,,"As long as a weather effect is in play, you can add one of the following to Castform:
1: Burn 2
2: Castform freezes creatures that it deals damage to and gains Cryophilic.
3: Castform gains +2/+2",FALSE,FALSE,,creature,
313,Look at the Time,4,,,2,,"The person who played this card cannot attack or be attacked as long as it is in play.
If another weather effect is already in play this card costs one more mana.",FALSE,FALSE,,weather,
314,Weather Balloon,2,0,2,,,"Flying
At the start of your turn (after mana refill), you may choose to pay two mana to ignore any weather effects in play until the start of your next turn.",TRUE,FALSE,Flying,creature,
315,Mayoi Hachikuji,2,1,1,,,"At the start of your turn, choose an opponent's creature. Swap control of this creature and that one.",FALSE,TRUE,,creature,
316,Grimm,8,8,8,,,"When Grimm destroys an opponent's creature it's owner loses one mana cap. Negative mana cap causes instant death.
Sacrifice a creature you control, Grimm gains +2/+2 until end of turn.",FALSE,TRUE,,creature,
317,Alice,3,0,1,,,"When you are healed, heal double that amount. This effect doesn't stack.",TRUE,TRUE,,creature,
318,Squamata,0,,,,,"As an additional cost to play this card pay two mana cap.
Tap up to five creatures you control. Gain one mana cap for each creature tapped this way.",FALSE,TRUE,,spell,
319,Stand Arrow,1,,,,,Add a random Tarot Card to your hand.,TRUE,FALSE,,spell,
320,Jotaro Kujo,7,5,5,,,"Trample. First Strike.
When Jotaro Kujo is played, tap and freeze all other creatures.",TRUE,TRUE,"Trample, First Strike",creature,
321,Sonic,5,4,4,,,Haste. First Strike. Taunt.,FALSE,TRUE,"Haste, First Strike, Taunt",creature,
322,Shadow,7,4,4,,,"Haste. First Strike. Double Strike. Hunt. Hexproof. Blast 1. Blast 1.
Creatures Shadow blasts are tapped.",FALSE,TRUE,"Haste, First Strike, Double Strike, Hunt, Hexproof, Blast 1, Blast 1",creature,
323,Infinite,2,,,,2,"Once per turn, if you draw a card that costs 4 or more mana, you may reveal it, shuffle it back into your deck, and draw another card.
+1: Draw a card, then shuffle a card back into your deck. 
-5: Draw cards until you draw a creature costing 4 or more mana, you may play that creature for free. Then shuffle as many cards from your hand into your deck as you'd like.",TRUE,TRUE,,ancient evil,
324,Sucker Punch,X,,,,,"Your starting hand contains two less cards for each copy of Sucker Punch in your deck. After determining your starting hand, search your deck and add all copies of sucker punch to your hand, then shuffle.
This cards cost is equal to your current mana cap.
Deal one damage to a target creature and tap it.",FALSE,TRUE,,spell,
325,Misty,0,,,,,"Flip a coin until you get tails. For each heads, gain one mana.",FALSE,TRUE,,spell,
326,Doomer,1,1,1,,,"When you flip a coin and it lands on tails, Doomer gains +1/+1 permanently",TRUE,FALSE,,creature,
327,Joseph McCarthy,2,,,,,"Your opponent reveals their hand. If any of their cards have red in the art, burn that card and they take 3 damage.",FALSE,FALSE,,spell,
328,Rap Battle,2,,,,,"Choose an opponent, then flip a coin. On a heads, destroy one of their creatures. On a tails, they destroy one of your creatures.",FALSE,TRUE,,spell,
329,Little Match Girl,2,1,1,,,"Tap: Choose another creature you control. It gains 2 strength and trample. After combat, it dies.",FALSE,FALSE,,creature,
330,Fudanshi Dream,4,,,,,Choose another player. Set both of your hp's to the average of their current values.,FALSE,FALSE,,spell,
331,Head Empty,1,,,,,This creature ignores all text other than the base stats on other creatures.,TRUE,FALSE,,attachment ,
332,Chaos 0,4,1,1,,,"At the start of your turn, this card transforms into Chaos 1 (T29)",TRUE,FALSE,,creature,
333,The Pact,0,,,,,"You may only include one copy of this card in your deck.
When played, keep this card on the field.
All creatures you control have doubled strength. When a creature you control dies, take three damage.",FALSE,TRUE,,spell,
334,Again!!!,0,,,,,"Unaware.
As an additional cost to play this card, pay one mana cap.
If during your combat phase this turn you destroyed at least one of your opponent's creature, untap all your creatures and gain another combat phase.",FALSE,TRUE,,spell,
335,Fujoshi,1,1,1,,,"Whenever one of your traps is activated, Fujoshi gains +1/+1 permanently.",FALSE,TRUE,,creature,
336,China's Final Warning,0,,,,,"You may activate this trap whenever you'd like.
It does nothing.",TRUE,TRUE,,trap,
337,Felix Argyle,4,3,3,,,"Whenever one of your traps activates, you may heal two HP.",FALSE,FALSE,,creature,
338,Ui,3,2,2,,,"Tap, pay two mana: You may play a creature for half its mana cost, rounded down.",TRUE,TRUE,,creature,
339,Kokona,3,,,,,Draw a card and heal 3 health.,TRUE,TRUE,,spell,
340,Toxicroak,4,3,3,,,"Poison 1
If your opponent has at least one poison counter on them, Toxicroak gains haste and first strike.",FALSE,TRUE,Poison 1,creature,
341,Plague Doctor,3,1,2,,,"For each point of HP you are healed, you may do one damage to a target of your choice.",FALSE,TRUE,,creature,
342,Two Face,1,2,2,,,"At the start of your turn and when Two Face is played, flip a coin. If it lands on tails, tap Two Face.",FALSE,TRUE,,creature,
343,Guilty Spark,2,X,3,,,"Reach
Guilty Spark's strength is equal to your current mana value.",TRUE,FALSE,Reach,creature,
344,Bazelgeuse,5,4,4,,,"Flying. Blast 1
When you declare an attack with Bazelgeuse, create an Explosive Scale (T34).",TRUE,TRUE,"Flying, Blast 1",creature,
345,Illya,2,2,2,,,"When you play an attachment onto Illya, you may pay two mana to create a copy of that attachment also attached to Illya.",TRUE,TRUE,,creature,
346,Miyu,3,3,3,,,All your attachments cost 1 less mana to play.,TRUE,FALSE,,creature,
347,Chloe,4,3,3,,,Chloe gains +1/+1 for each floating attachment under your control.,TRUE,TRUE,,creature,
348,WALL·E,1,0,1,,,"You may discard a floating attachment you control to gain two mana.
Pay two mana: Discard a floating attachment your opponent controls",FALSE,TRUE,,creature,
349,Sticky Fingers,2,,,,,"Activates when an opponent's creature dies with an attachment.
Move that attachment to your hand. If there were multiple, you may choose which one is stolen.",FALSE,FALSE,,trap,
350,"But Wait, There's More!",2,,,,,"Activates when another one of your traps activates.
Choose one:
1) Do 2 damage to a target of your choice
2) Heal 3 health
3) Draw a card",FALSE,TRUE,,trap,
351,Fallenshadow,3,,,,2,"Whenever Schizophrenia (52) is resolved, Fallenshadow gains two power.
-3: Summon a Husband (T36).
-7: Search your deck. For each copy of Schizophrenia, deal two damage to a player of your choice. Afterwards shuffle your deck.",TRUE,FALSE,,ancient evil,
352,200cc,1,,,3,,"Mana cap is raised by two each round instead of one.
If another weather effect is already in play this card costs one more mana.",FALSE,FALSE,,weather,
353,The End,0,,,,,"As an additional cost to play this card, pay 10 mana cap.
Whoever has the most HP wins the match.",FALSE,TRUE,,spell,
354,The Dome,3,,,,,"Play this while playing a weather effect.
The weather effect doesn't apply to other players.",TRUE,FALSE,,spell,
355,Kulu-Ya-Ku,2,2,1,,,"When played, take a card from your opponent's hand and place it face down under Kulu-Ya-Ku. When Kulu-Ya-Ku is defeated return the card to them.",TRUE,TRUE,,creature,
356,Iris,2,0,2,,,"Whenever an opponent burns a card, heal one HP",TRUE,TRUE,,creature,
357,Goku,1,1,1,,,"For each creature in play that costs five or more mana, Goku gains +2/+2",FALSE,FALSE,,creature,
358,Darkrai,6,3,3,,,"Once per turn: Tap up to two creatures an opponent controls.
For each tapped creature controlled by your opponent, Darkrai gains +1/+1",TRUE,TRUE,,creature,
359,Cresselia,6,3,3,,,"Once per turn: Tap up to two creatures you control. For each creature tapped this way heal two health.
For each tapped creature you control, Cresselia gains +1/+1",FALSE,FALSE,,creature,
360,Jack Frost,3,1,1,,,"Cryophilic
Pay two mana: Freeze a creature.",FALSE,FALSE,Cryophilic,creature,
361,Black Frost,4,3,3,,,"Cryophilic. Poison X
X is equal to the number of creatures that are currently frozen (maximum value: 4).",TRUE,TRUE,"Cryophilic, Poison X",creature,
362,Ugly Bastard,1,,,,,Destroy a creature that costs two or less mana. It's owner takes 1 damage.,FALSE,FALSE,,spell,
363,Pajama Party,5,,,,,Create copies of all creatures you control that cost two or less mana.,TRUE,TRUE,,spell,
364,Spirit Bomb,3,,,,,"You may tap as many creatures that you control as you like.
Deal X damage to a target of your choice, where X is twice the number of creatures that you tapped.",FALSE,FALSE,,spell,
365,Centrism,4,,,,,Shuffle 20 copies of Balance (T35) into your deck.,FALSE,FALSE,,spell,
366,Shinobu,1,1,1,,,Lifesteal,FALSE,FALSE,Lifesteal,creature,
367,Thieves Tools,2,,,,,"Reveal a hidden card you don't control. If it's a trap, destroy it and draw two cards. If it is a creature in stealth, that creatures owner must immediately pay for the creature.",FALSE,FALSE,,spell,
368,Bag of Holding,3,0,1,,,"Your maximum hand size is increased by two.
If you control two Bags of Holding, destroy both and summon a Sentient Black Hole (T37).",FALSE,TRUE,,creature,
369,Blacksmith,4,3,4,,,Your floating attachments cost two less mana (minimum cost zero).,TRUE,FALSE,,creature,
370,Batman,5,5,5,,,Haste. Vigilance. Stealth,FALSE,TRUE,"Haste, Vigilance, Stealth",creature,
371,Donald Trump,1,1,1,,,"Pay three mana: Summon a copy of Stocks (130). Players who don't control Donald Trump may also use this ability.
Tap: Resolve a coin flip for all copies of Stocks.",FALSE,FALSE,,creature,
372,Illusion,2,,,,,"You may activate this trap when an attack is declared.
Swap a creature you control for one in your hand that costs the same or less mana.",FALSE,TRUE,,trap,
373,George Droyd,5,2,5,,,"Triple Strike.
When George Droyd damages a player, they must pay you one mana, this can cause Debt (T28) in the event they have zero mana.",FALSE,TRUE,Triple Strike,creature,
374,Leaf,3,,,,1," +2: Search the discard pile for a spell, reveal it, and shuffle it into your deck. 
-2: Search your deck for a spell, reveal it, and add it to your hand.
-5: The next spell or creature you play this turn costs half the mana, rounded down. ",FALSE,TRUE,,ancient evil,
375,Pea-Nut,1,2,2,,,Defensive.,TRUE,FALSE,Defensive,creature,
376,DDT,3,2,2,,,"Hexproof. Haste.
This card counts as a Bloon (T3)",FALSE,FALSE,"Hexproof, Haste",creature,
377,Blue Bloon,1,1,1,,,"This card counts as a Bloon (T3)
When Blue Bloon dies you may resurrect it as a Bloon.",FALSE,FALSE,,creature,
378,Skarbrand,6,5,5,,,"Trample. Burn 3.
Sacrifice a creature you control: Skarbrand deals 1 damage to a creature of your choice and gains +1/+1 until end of combat.",FALSE,TRUE,"Trample, Burn 3",creature,
379,Pied Piper,2,0,1,,,"Pay two mana: Summon a Rat (T1)
Sacrifice X creatures you control: Destroy a creature with mana cost X",TRUE,TRUE,,creature,
380,Black Suit,3,0,1,,,Sacrifice a creature: Gain one mana.,FALSE,FALSE,,creature,
381,King Frost,5,4,4,,,"Cryophilic.
When you apply freeze to a creature, it lasts for two turns instead of one.
Frozen creatures have -1 health.",FALSE,FALSE,Cryophilic,creature,
382,Michael K,3,3,3,,,"If Michael K is the only creature you control, he has first strike.",TRUE,TRUE,,creature,
383,Ibuki,2,1,1,,,Tap: Give all other creatures you control plus one strength until end of turn. This ability also activates when Ibuki is tapped by another one of your cards.,FALSE,TRUE,,creature,
384,Rio,0,,,,,"As an additional cost to play this spell, pay one mana cap.
Reveal a card in your hand, add a copy of it to your hand.",FALSE,TRUE,,spell,
385,Rose,3,2,2,,,"When played, attach Goat (T38) to a creature",TRUE,TRUE,,creature,
386,New World Order,7,,,3,,"Poison counters do not decrease after their damage is resolved.
If another weather effect is already in play this card costs one more mana.
",FALSE,FALSE,,weather,
387,King Crab,4,3,8,,,"Hexproof
King Crab cannot be used to block.
“What are you gonna do?”",FALSE,FALSE,,creature,
388,Kuuro the Cautious,5,4,5,,,"Your opponent plays with their hand revealed and their trap cards face up.
You may search their deck at any time.",TRUE,FALSE,,creature,
389,Kuze the Passing Disaster,3,0,4,,,"When played, attach a copy of Nastique the Quiet Singer (T39) to Kuze the Passing Disaster.",FALSE,FALSE,,creature,
390,Higuare the Pelagic,7,1,6,,,Poison 3. Deathtouch. Double Strike. Trample.,FALSE,FALSE,"Poison 3, Deathtouch, Double Strike, Trample",creature,
391,Pan-Chan,2,2,2,,,Poison,TRUE,TRUE,Poison,creature,
392,Laser Bean,4,3,3,,,Pierce.,FALSE,TRUE,Pierce,creature,
393,Hover Goat-3000,2,1,1,,,"When played, give all creatures you control haste until end of turn.
When you declare an attack involving Hover Goat-3000, choose another creature you control, it gains one strength until end of combat.",TRUE,TRUE,,creature,
394,Peppino,3,1,1,,,"Haste.
When you declare an attack involving Peppino, he gains +1/+1. If you end your turn without attacking using Peppino, his stats return to 1/1.
If Peppino's stats are at least 3/3, he gains trample.",TRUE,FALSE,Haste,creature,
395,Rain Dance,1,,,,,Increase the duration of the current weather effect by two turns.,TRUE,TRUE,,spell,
396,Potato Mine,1,,,,,"Activates when your opponent declares an attack.
Deal three damage to one of their attackers.",FALSE,FALSE,,trap,
397,Alus the Star Runner,8,6,6,,,"When played, search your deck and/or the discard pile for up to three attachment cards. Attach them to Alus the Star Runner, then shuffle your deck.",FALSE,TRUE,,creature,
398,Red Hood,6,6,6,,,"Hunt. Vigilance.
After a Hunt, Red Hood gains -1/-1 until end of turn and may Hunt again.
Tap, and you do not control Poro (T40): Summon Poro.",FALSE,TRUE,"Hunt, Vigilance",creature,
399,Yin and Yang,3,,,,2," +1: Attach Light Chi (T41) to a creature that doesn't have any Dark Chi. 
+1: Attach Dark Chi (T42) to a creature that doesn't have any Light Chi.
-5, you must control an equal number of creatures with Light and Dark Chi: Summon a Dragon Warrior (T43), move all Chi to him.",FALSE,FALSE,,ancient evil,
400,New Game+,2,,,3,,"All creatures have hunt. All damage done to creatures is permanent. You may target a player or ancient evil using hunt as long as your opponent doesn't control a creature with taunt or defender.
If another weather effect is already in play this card costs one more mana.",TRUE,TRUE,,creature,
401,Doom Shroom,0,,,,,"As an additional cost to play this card, pay two mana cap.
Destroy all creatures and summon a Crater (T48)",FALSE,TRUE,,spell,
402,Ice Shroom,4,,,,,Choose an opponent. Tap and freeze all creatures and ancient evils they control,FALSE,FALSE,,spell,
403,Mana Addict,2,1,3,,,"When you play a spell, Mana Addict gains two strength until end of turn.",TRUE,TRUE,,creature,
404,Luna's Pocket Galaxy,7,,,,,"When played, keep this spell as a permanent.
All creatures in your hand cost one mana.",TRUE,FALSE,,spell,
